city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_114,0.926,Male,0,full-time,Graduate,STEM,5-9,50-99,Pvt Ltd,1,162,0.0
city_16,0.91,Male,1,none,Graduate,No Major,5-9,1000-4999,Pvt Ltd,1,43,0.0
city_103,0.92,Male,1,none,Graduate,No Major,5-9,50-99,Pvt Ltd,>4,30,0.0
Other,0.795,Male,1,full-time,Graduate,STEM,>=10,50-99,Pvt Ltd,1,29,0.0
city_67,0.855,Male,0,none,Graduate,STEM,3-4,>10000,Pvt Ltd,2,75,0.0
city_103,0.92,Male,0,none,Primary School,STEM,3-4,50-99,Pvt Ltd,never,16,0.0
Other,0.769,Male,0,none,High School,STEM,0-2,50-99,Pvt Ltd,1,29,0.0
city_21,0.624,Male,1,full-time,Graduate,STEM,5-9,50-99,Pvt Ltd,1,145,0.0
Other,0.579,Male,0,full-time,High School,STEM,3-4,50-99,Pvt Ltd,never,38,0.0
city_103,0.92,Male,1,none,Graduate,STEM,5-9,100-500,Pvt Ltd,1,46,0.0
city_103,0.92,Male,1,none,Graduate,STEM,5-9,<10,Funded Startup,3,38,0.0
city_103,0.92,Female,1,none,Graduate,STEM,3-4,100-500,Funded Startup,2,64,0.0
city_21,0.624,Male,1,none,Graduate,STEM,3-4,500-999,Pvt Ltd,2,20,1.0
Other,0.698,Male,1,none,Graduate,STEM,5-9,10-49,Pvt Ltd,1,11,0.0
city_21,0.624,Male,1,none,Graduate,STEM,3-4,5000-9999,Pvt Ltd,never,25,1.0
Other,0.487,Male,1,part-time,Graduate,STEM,5-9,10-49,Pvt Ltd,1,92,0.0
city_21,0.624,Male,0,full-time,High School,STEM,5-9,50-99,Pvt Ltd,never,14,1.0
city_114,0.926,Male,1,none,Masters,STEM,>=10,100-500,Pvt Ltd,2,75,0.0
Other,0.7659999999999999,Female,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,4,8,0.0
city_114,0.926,Male,0,none,High School,STEM,3-4,50-99,Pvt Ltd,1,22,0.0
Other,0.5579999999999999,Male,1,none,Graduate,STEM,5-9,10-49,Early Stage Startup,1,21,1.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,<10,Pvt Ltd,1,87,1.0
city_103,0.92,Male,1,part-time,Graduate,STEM,5-9,>10000,Pvt Ltd,1,32,0.0
city_103,0.92,Male,0,none,Masters,STEM,0-2,50-99,Pvt Ltd,1,28,1.0
Other,0.698,Male,1,full-time,Graduate,STEM,>=10,50-99,Pvt Ltd,1,16,0.0
Other,0.866,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,3,101,1.0
Other,0.555,Male,0,full-time,Graduate,STEM,0-2,50-99,Pvt Ltd,1,64,1.0
Other,0.939,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,47,1.0
city_103,0.92,Male,1,none,Masters,STEM,>=10,>10000,Pvt Ltd,2,15,0.0
city_16,0.91,Male,1,none,Graduate,STEM,5-9,50-99,Funded Startup,2,11,0.0
city_136,0.897,Male,0,none,Graduate,STEM,3-4,50-99,Pvt Ltd,1,22,0.0
Other,0.802,Male,1,none,Masters,STEM,5-9,100-500,Pvt Ltd,1,2,0.0
Other,0.762,Male,0,none,High School,STEM,0-2,50-99,Pvt Ltd,never,69,0.0
city_21,0.624,Male,0,none,Masters,STEM,5-9,100-500,Funded Startup,1,31,0.0
city_73,0.754,Male,1,part-time,Masters,STEM,>=10,500-999,Public Sector,1,2,1.0
Other,0.939,Male,1,none,Masters,Other,>=10,500-999,Public Sector,2,24,0.0
city_103,0.92,Male,0,full-time,High School,STEM,5-9,50-99,NGO,never,56,0.0
city_21,0.624,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,1,14,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Funded Startup,2,22,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,4,120,0.0
Other,0.893,Male,0,none,Primary School,STEM,3-4,50-99,Pvt Ltd,never,17,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,5000-9999,Pvt Ltd,4,58,0.0
Other,0.762,Male,1,none,Graduate,STEM,>=10,500-999,Public Sector,>4,22,0.0
city_67,0.855,Male,0,none,Masters,Business Degree,>=10,50-99,Pvt Ltd,2,23,0.0
city_103,0.92,Male,1,part-time,Graduate,STEM,3-4,>10000,Pvt Ltd,4,100,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,>4,314,0.0
city_114,0.926,Male,0,full-time,Graduate,STEM,5-9,1000-4999,Pvt Ltd,1,7,1.0
city_103,0.92,Male,1,none,Graduate,STEM,5-9,1000-4999,Pvt Ltd,1,45,0.0
city_67,0.855,Male,0,none,High School,STEM,3-4,50-99,Pvt Ltd,never,63,0.0
city_103,0.92,Male,0,part-time,Graduate,Humanities,0-2,500-999,Pvt Ltd,1,13,1.0
city_103,0.92,Female,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,3,0.0
city_16,0.91,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,3,7,0.0
city_114,0.926,Female,0,part-time,Graduate,STEM,0-2,>10000,Pvt Ltd,1,33,0.0
city_16,0.91,Male,1,none,Graduate,Humanities,>=10,50-99,Pvt Ltd,>4,46,0.0
Other,0.5579999999999999,Male,0,full-time,Graduate,STEM,3-4,50-99,Pvt Ltd,never,24,0.0
Other,0.74,Male,0,full-time,Graduate,STEM,0-2,10-49,Pvt Ltd,3,80,0.0
city_67,0.855,Male,1,none,Phd,STEM,>=10,>10000,Pvt Ltd,2,153,0.0
Other,0.794,Male,1,part-time,Graduate,STEM,5-9,100-500,Pvt Ltd,2,22,0.0
Other,0.899,Female,1,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,never,12,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,2,82,0.0
city_114,0.926,Female,0,none,Masters,STEM,>=10,500-999,Public Sector,>4,44,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,2,5,0.0
Other,0.848,Male,1,none,Graduate,STEM,>=10,100-500,NGO,1,39,0.0
Other,0.7390000000000001,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,>4,13,1.0
city_103,0.92,Female,1,none,Graduate,STEM,>=10,5000-9999,Pvt Ltd,4,54,0.0
Other,0.698,Female,0,none,Graduate,STEM,0-2,50-99,Pvt Ltd,1,144,1.0
city_114,0.926,Male,1,part-time,Graduate,STEM,>=10,>10000,Pvt Ltd,>4,98,0.0
city_103,0.92,Female,1,none,High School,STEM,>=10,50-99,NGO,2,16,0.0
city_103,0.92,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,1,52,0.0
city_103,0.92,Female,0,full-time,Graduate,STEM,3-4,10-49,Pvt Ltd,4,53,0.0
Other,0.7390000000000001,Male,0,full-time,Graduate,STEM,5-9,50-99,Pvt Ltd,2,83,1.0
city_103,0.92,Male,1,none,Graduate,Business Degree,>=10,100-500,NGO,>4,22,0.0
Other,0.7759999999999999,Male,1,full-time,Masters,STEM,5-9,50-99,Pvt Ltd,2,24,0.0
Other,0.836,Male,1,none,Graduate,Humanities,>=10,50-99,Pvt Ltd,1,130,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,>4,32,0.0
city_73,0.754,Male,1,none,Graduate,STEM,5-9,10-49,Early Stage Startup,1,53,1.0
Other,0.89,Male,1,none,Masters,STEM,>=10,100-500,Pvt Ltd,1,57,0.0
Other,0.923,Male,0,part-time,Graduate,STEM,5-9,50-99,Pvt Ltd,>4,4,1.0
city_114,0.926,Male,0,full-time,Graduate,Arts,5-9,50-99,Pvt Ltd,1,25,0.0
Other,0.738,Female,1,none,Graduate,STEM,5-9,<10,Early Stage Startup,2,7,0.0
city_16,0.91,Male,1,none,Masters,STEM,>=10,1000-4999,Pvt Ltd,>4,98,0.0
city_16,0.91,Male,1,full-time,Masters,Humanities,5-9,500-999,Pvt Ltd,>4,14,0.0
city_103,0.92,Male,0,none,Graduate,Humanities,>=10,>10000,Pvt Ltd,2,156,0.0
city_103,0.92,Male,1,none,High School,STEM,>=10,50-99,Pvt Ltd,>4,33,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,49,1.0
Other,0.939,Male,0,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,12,0.0
city_16,0.91,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,45,0.0
city_16,0.91,Male,1,none,Graduate,Business Degree,5-9,1000-4999,Pvt Ltd,2,308,0.0
city_21,0.624,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,never,2,1.0
city_21,0.624,Male,1,none,Masters,STEM,>=10,10-49,Pvt Ltd,1,59,0.0
Other,0.802,Male,0,none,Graduate,STEM,0-2,10-49,Other,1,51,1.0
city_136,0.897,Male,1,none,Masters,STEM,5-9,<10,Early Stage Startup,2,76,0.0
city_103,0.92,Male,0,full-time,High School,STEM,3-4,50-99,Pvt Ltd,1,3,0.0
Other,0.913,Male,1,none,Masters,STEM,>=10,<10,Funded Startup,1,11,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,>4,92,0.0
city_16,0.91,Male,1,none,Graduate,STEM,5-9,500-999,Pvt Ltd,4,60,0.0
Other,0.794,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,2,5,0.0
city_75,0.939,Female,1,none,Masters,Other,>=10,1000-4999,Pvt Ltd,1,40,0.0
Other,0.763,Male,1,none,Graduate,STEM,>=10,<10,Pvt Ltd,never,97,0.0
city_103,0.92,Male,1,none,Masters,STEM,5-9,>10000,Pvt Ltd,1,23,0.0
Other,0.6659999999999999,Male,0,none,Graduate,Business Degree,>=10,500-999,Pvt Ltd,2,60,0.0
city_103,0.92,Female,0,full-time,Graduate,No Major,>=10,50-99,Pvt Ltd,never,4,0.0
city_16,0.91,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,1,43,0.0
Other,0.579,Male,1,none,High School,STEM,5-9,50-99,Pvt Ltd,1,20,0.0
Other,0.795,Male,1,part-time,Graduate,STEM,5-9,100-500,Pvt Ltd,4,52,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,>10000,Pvt Ltd,1,86,0.0
Other,0.925,Male,0,full-time,Primary School,STEM,5-9,50-99,Pvt Ltd,never,46,0.0
city_16,0.91,Male,0,none,Masters,Humanities,>=10,>10000,Pvt Ltd,4,18,0.0
city_114,0.926,Male,1,none,Masters,STEM,5-9,100-500,Pvt Ltd,2,28,0.0
Other,0.89,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,2,8,0.0
city_114,0.926,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,2,62,0.0
city_103,0.92,Male,1,none,Graduate,Humanities,3-4,100-500,NGO,>4,68,1.0
city_103,0.92,Male,1,none,Masters,STEM,>=10,>10000,Pvt Ltd,3,43,0.0
city_114,0.926,Male,1,none,Masters,STEM,5-9,50-99,Pvt Ltd,1,34,0.0
city_160,0.92,Male,1,none,Masters,STEM,5-9,>10000,Pvt Ltd,1,33,0.0
Other,0.83,Male,1,none,Masters,STEM,>=10,1000-4999,Pvt Ltd,1,48,0.0
city_21,0.624,Male,0,full-time,Graduate,STEM,3-4,50-99,Pvt Ltd,never,70,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,3,40,0.0
Other,0.89,Male,0,none,Graduate,No Major,>=10,50-99,Pvt Ltd,2,37,1.0
city_100,0.887,Male,0,full-time,High School,STEM,3-4,50-99,Pvt Ltd,1,210,0.0
Other,0.763,Female,1,none,Masters,STEM,5-9,100-500,Pvt Ltd,1,58,0.0
Other,0.682,Male,1,none,Graduate,Other,5-9,50-99,Pvt Ltd,1,202,0.0
city_103,0.92,Male,0,none,Masters,STEM,5-9,10-49,Funded Startup,3,194,0.0
Other,0.893,Male,0,none,High School,STEM,5-9,50-99,Pvt Ltd,never,43,0.0
Other,0.913,Male,1,none,Phd,STEM,>=10,100-500,Pvt Ltd,1,74,0.0
city_114,0.926,Male,1,none,Graduate,STEM,5-9,10-49,Pvt Ltd,>4,107,0.0
Other,0.74,Female,0,none,Graduate,STEM,5-9,>10000,Pvt Ltd,1,40,0.0
city_21,0.624,Male,0,none,Graduate,STEM,0-2,50-99,Pvt Ltd,1,111,1.0
city_103,0.92,Male,0,full-time,Graduate,STEM,5-9,50-99,Public Sector,1,164,0.0
city_103,0.92,Male,0,none,High School,STEM,0-2,50-99,Pvt Ltd,never,41,0.0
Other,0.8959999999999999,Male,0,none,Primary School,STEM,3-4,50-99,Pvt Ltd,never,103,0.0
city_114,0.926,Male,0,none,Masters,STEM,5-9,>10000,Pvt Ltd,1,18,0.0
Other,0.8270000000000001,Male,1,none,Masters,STEM,>=10,10-49,Pvt Ltd,>4,78,0.0
city_103,0.92,Male,1,none,Graduate,STEM,5-9,100-500,Funded Startup,1,28,0.0
city_103,0.92,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,>4,52,0.0
city_11,0.55,Male,0,full-time,Graduate,STEM,0-2,50-99,Pvt Ltd,never,12,1.0
city_21,0.624,Male,1,none,Masters,STEM,5-9,100-500,Pvt Ltd,2,17,1.0
city_114,0.926,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,4,15,0.0
Other,0.5579999999999999,Male,0,none,Graduate,STEM,3-4,50-99,Pvt Ltd,1,27,0.0
city_16,0.91,Male,1,none,Graduate,STEM,5-9,1000-4999,Pvt Ltd,1,7,0.0
city_160,0.92,Male,0,none,High School,STEM,5-9,10-49,Pvt Ltd,2,70,0.0
city_103,0.92,Other,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,3,107,1.0
city_114,0.926,Male,1,none,Graduate,STEM,>=10,<10,Early Stage Startup,never,3,1.0
city_100,0.887,Male,0,full-time,Graduate,STEM,5-9,50-99,Pvt Ltd,never,140,0.0
Other,0.89,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,>4,6,0.0
city_160,0.92,Male,1,part-time,Graduate,STEM,5-9,50-99,NGO,2,74,0.0
Other,0.913,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,1,46,0.0
city_67,0.855,Male,1,full-time,Masters,STEM,>=10,50-99,Pvt Ltd,2,91,0.0
city_114,0.926,Male,1,none,Graduate,STEM,5-9,1000-4999,Pvt Ltd,1,6,0.0
city_16,0.91,Male,1,none,Graduate,Humanities,5-9,10-49,Pvt Ltd,1,8,0.0
Other,0.698,Male,1,part-time,High School,STEM,5-9,50-99,Pvt Ltd,1,58,1.0
city_21,0.624,Female,1,none,Masters,STEM,5-9,500-999,Pvt Ltd,1,92,0.0
city_103,0.92,Male,1,none,Masters,STEM,5-9,1000-4999,Pvt Ltd,4,24,1.0
city_21,0.624,Male,0,none,Graduate,STEM,0-2,>10000,Pvt Ltd,1,7,0.0
city_73,0.754,Male,1,full-time,Graduate,STEM,>=10,50-99,Pvt Ltd,1,91,1.0
city_103,0.92,Male,1,part-time,Graduate,STEM,>=10,>10000,Pvt Ltd,2,174,0.0
city_114,0.926,Male,1,none,Graduate,STEM,>=10,10-49,Pvt Ltd,never,202,0.0
city_103,0.92,Female,1,none,Graduate,Arts,>=10,10-49,Pvt Ltd,1,112,1.0
Other,0.738,Male,0,full-time,Graduate,STEM,0-2,50-99,Pvt Ltd,never,18,0.0
city_67,0.855,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,1,53,0.0
Other,0.7759999999999999,Male,1,none,Graduate,STEM,>=10,<10,Pvt Ltd,1,53,0.0
city_114,0.926,Male,0,part-time,High School,STEM,3-4,>10000,Pvt Ltd,2,5,0.0
Other,0.8959999999999999,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,7,0.0
city_103,0.92,Male,0,none,Graduate,STEM,>=10,100-500,Funded Startup,1,182,0.0
city_75,0.939,Male,1,none,High School,STEM,>=10,>10000,Pvt Ltd,2,33,0.0
Other,0.913,Male,1,none,Graduate,STEM,>=10,10-49,Pvt Ltd,1,56,0.0
city_16,0.91,Male,1,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,1,56,0.0
city_103,0.92,Male,1,none,Graduate,Arts,>=10,50-99,Pvt Ltd,4,58,1.0
city_21,0.624,Male,1,full-time,Graduate,STEM,0-2,<10,Public Sector,1,138,0.0
Other,0.698,Female,0,full-time,Primary School,STEM,0-2,50-99,Pvt Ltd,never,37,1.0
Other,0.5579999999999999,Male,1,full-time,Masters,STEM,>=10,50-99,Pvt Ltd,1,170,1.0
city_100,0.887,Male,0,none,High School,STEM,0-2,50-99,Pvt Ltd,never,214,0.0
Other,0.939,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,>4,63,0.0
city_16,0.91,Male,1,none,High School,STEM,5-9,50-99,Pvt Ltd,1,36,0.0
city_103,0.92,Male,0,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,117,1.0
city_16,0.91,Other,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,13,0.0
Other,0.8959999999999999,Male,1,none,High School,STEM,3-4,10-49,Funded Startup,1,28,0.0
city_160,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,68,0.0
city_16,0.91,Female,1,none,Masters,STEM,5-9,100-500,Funded Startup,1,26,0.0
Other,0.698,Male,1,none,High School,STEM,3-4,100-500,Pvt Ltd,2,45,1.0
city_136,0.897,Male,0,full-time,Masters,STEM,0-2,50-99,Public Sector,never,61,1.0
city_11,0.55,Male,0,full-time,Graduate,STEM,0-2,50-99,Pvt Ltd,1,144,1.0
Other,0.893,Male,0,none,High School,STEM,>=10,50-99,Pvt Ltd,never,44,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,42,1.0
city_114,0.926,Female,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,2,8,0.0
city_160,0.92,Female,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,58,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,100-500,Funded Startup,1,9,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,1,37,0.0
city_11,0.55,Male,0,full-time,High School,STEM,5-9,50-99,Pvt Ltd,never,4,1.0
city_104,0.924,Male,1,none,Masters,STEM,>=10,1000-4999,Pvt Ltd,1,149,0.0
Other,0.866,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,31,0.0
Other,0.8270000000000001,Male,1,none,Masters,STEM,>=10,10-49,Early Stage Startup,4,210,0.0
city_160,0.92,Male,0,full-time,Masters,STEM,>=10,50-99,Pvt Ltd,4,36,0.0
city_21,0.624,Male,1,none,Masters,STEM,5-9,50-99,Pvt Ltd,2,52,0.0
Other,0.895,Male,1,none,Graduate,STEM,>=10,<10,Pvt Ltd,1,80,0.0
city_21,0.624,Male,1,none,Masters,STEM,5-9,>10000,Pvt Ltd,1,36,1.0
Other,0.939,Male,1,none,Graduate,STEM,>=10,10-49,Pvt Ltd,1,25,0.0
Other,0.913,Male,1,none,Graduate,STEM,>=10,>10000,Pvt Ltd,1,64,0.0
city_103,0.92,Male,0,full-time,Graduate,STEM,0-2,50-99,Pvt Ltd,1,32,0.0
city_136,0.897,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,1,23,0.0
Other,0.698,Male,1,none,Graduate,STEM,0-2,50-99,Pvt Ltd,1,112,1.0
Other,0.7759999999999999,Male,0,full-time,Graduate,STEM,3-4,100-500,Pvt Ltd,1,41,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,>10000,Pvt Ltd,>4,49,0.0
city_16,0.91,Male,1,none,Graduate,Arts,5-9,50-99,Pvt Ltd,4,26,0.0
Other,0.743,Male,1,none,Masters,STEM,>=10,100-500,Pvt Ltd,>4,30,0.0
Other,0.866,Male,0,full-time,High School,STEM,3-4,50-99,Pvt Ltd,never,122,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,10-49,Early Stage Startup,4,212,0.0
city_160,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,192,0.0
city_75,0.939,Male,0,none,Primary School,STEM,5-9,50-99,Pvt Ltd,never,56,0.0
city_103,0.92,Male,0,full-time,Graduate,STEM,5-9,>10000,Public Sector,1,42,0.0
city_102,0.804,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,1,11,0.0
Other,0.698,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,50,0.0
city_16,0.91,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,2,24,0.0
city_103,0.92,Male,1,none,Graduate,STEM,3-4,100-500,Pvt Ltd,2,76,0.0
city_114,0.926,Male,1,part-time,Masters,Other,>=10,50-99,Pvt Ltd,2,4,0.0
Other,0.794,Male,1,none,Graduate,No Major,>=10,100-500,NGO,1,242,0.0
city_114,0.926,Male,1,none,Masters,STEM,>=10,50-99,Funded Startup,1,52,0.0
city_160,0.92,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,>4,20,0.0
city_11,0.55,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,196,1.0
city_11,0.55,Male,1,part-time,Graduate,STEM,5-9,50-99,Pvt Ltd,2,16,1.0
Other,0.767,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,46,0.0
Other,0.579,Male,0,full-time,Graduate,Humanities,0-2,50-99,Pvt Ltd,>4,18,0.0
city_103,0.92,Male,1,full-time,Graduate,STEM,0-2,100-500,Pvt Ltd,1,163,0.0
city_114,0.926,Male,0,part-time,Masters,STEM,>=10,1000-4999,NGO,1,20,0.0
city_114,0.926,Male,0,none,Graduate,STEM,0-2,50-99,Pvt Ltd,1,35,0.0
Other,0.527,Male,1,none,Graduate,STEM,5-9,10-49,Pvt Ltd,2,66,1.0
city_103,0.92,Male,1,none,Graduate,Business Degree,>=10,>10000,Pvt Ltd,>4,51,0.0
city_67,0.855,Male,0,none,Primary School,STEM,3-4,50-99,Pvt Ltd,1,65,0.0
city_67,0.855,Male,1,none,Masters,STEM,5-9,5000-9999,Pvt Ltd,2,10,0.0
city_136,0.897,Female,0,none,Masters,STEM,5-9,100-500,Funded Startup,never,15,1.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,<10,Funded Startup,4,50,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,194,0.0
city_103,0.92,Male,1,part-time,Graduate,STEM,3-4,50-99,Pvt Ltd,2,7,0.0
city_160,0.92,Male,1,full-time,Graduate,STEM,3-4,1000-4999,Pvt Ltd,1,29,1.0
Other,0.925,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,21,0.0
city_67,0.855,Male,1,part-time,Masters,STEM,>=10,50-99,Pvt Ltd,2,308,0.0
city_103,0.92,Male,1,none,Graduate,STEM,0-2,500-999,Pvt Ltd,1,72,0.0
city_104,0.924,Male,1,none,Graduate,STEM,>=10,10-49,Pvt Ltd,1,21,0.0
city_16,0.91,Male,1,none,Masters,STEM,>=10,1000-4999,NGO,>4,73,0.0
city_103,0.92,Female,1,none,Graduate,STEM,>=10,5000-9999,Pvt Ltd,>4,51,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,>4,8,0.0
city_103,0.92,Male,1,none,Masters,STEM,>=10,50-99,Early Stage Startup,1,73,0.0
city_103,0.92,Male,0,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,1,16,0.0
city_21,0.624,Male,1,none,Graduate,Other,3-4,50-99,Pvt Ltd,1,13,1.0
city_103,0.92,Male,1,none,Phd,STEM,>=10,50-99,Funded Startup,1,4,0.0
city_103,0.92,Male,1,none,Graduate,Business Degree,5-9,100-500,Funded Startup,1,16,0.0
Other,0.762,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,>4,113,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,5000-9999,Pvt Ltd,1,8,0.0
city_103,0.92,Male,0,none,Graduate,STEM,5-9,100-500,Pvt Ltd,>4,25,0.0
Other,0.843,Female,1,none,Graduate,STEM,5-9,>10000,Pvt Ltd,1,70,0.0
city_103,0.92,Male,0,full-time,Graduate,STEM,3-4,10-49,Public Sector,1,51,1.0
city_103,0.92,Male,1,none,High School,STEM,>=10,>10000,Pvt Ltd,2,25,0.0
city_160,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,2,90,1.0
Other,0.794,Male,1,none,Masters,Business Degree,>=10,50-99,Pvt Ltd,1,50,0.0
city_160,0.92,Male,1,none,Graduate,STEM,5-9,500-999,Public Sector,2,130,0.0
Other,0.899,Male,0,none,Graduate,STEM,5-9,1000-4999,Pvt Ltd,1,41,0.0
city_21,0.624,Male,1,none,Masters,STEM,5-9,100-500,Pvt Ltd,1,104,0.0
city_103,0.92,Male,0,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,11,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,25,1.0
city_103,0.92,Male,1,none,Graduate,Arts,>=10,<10,Pvt Ltd,>4,36,0.0
Other,0.903,Male,0,none,Graduate,Business Degree,3-4,>10000,Pvt Ltd,1,200,0.0
city_114,0.926,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,17,0.0
Other,0.925,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,11,1.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,10-49,Early Stage Startup,1,6,1.0
city_67,0.855,Female,1,none,Graduate,STEM,3-4,<10,Pvt Ltd,1,5,0.0
city_67,0.855,Male,1,none,Graduate,STEM,>=10,10-49,Pvt Ltd,2,298,0.0
city_16,0.91,Male,1,none,Graduate,STEM,>=10,500-999,Funded Startup,2,23,0.0
city_103,0.92,Male,1,none,Graduate,STEM,3-4,100-500,Pvt Ltd,4,9,0.0
city_114,0.926,Male,0,full-time,High School,STEM,>=10,50-99,Pvt Ltd,1,48,0.0
city_104,0.924,Male,0,full-time,Graduate,STEM,3-4,50-99,Pvt Ltd,1,43,1.0
city_136,0.897,Male,1,none,Masters,STEM,>=10,100-500,Pvt Ltd,>4,30,0.0
city_16,0.91,Male,1,none,Graduate,STEM,5-9,100-500,Pvt Ltd,1,77,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,10-49,Funded Startup,1,157,0.0
Other,0.915,Male,0,full-time,High School,STEM,5-9,50-99,Pvt Ltd,never,138,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,5000-9999,Pvt Ltd,>4,11,0.0
city_103,0.92,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,4,56,0.0
Other,0.479,Male,0,none,Graduate,STEM,3-4,50-99,Pvt Ltd,1,23,1.0
city_11,0.55,Male,1,none,Masters,STEM,5-9,100-500,Pvt Ltd,>4,18,0.0
city_16,0.91,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,never,110,1.0
city_16,0.91,Female,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,3,55,0.0
city_16,0.91,Female,1,none,Masters,Humanities,3-4,50-99,Pvt Ltd,2,25,0.0
Other,0.698,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,3,57,0.0
Other,0.767,Female,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,3,10,1.0
city_21,0.624,Male,1,full-time,Graduate,STEM,5-9,50-99,Pvt Ltd,3,51,1.0
